1	test		0	testさんが退室しました。	2014/9/25(木) 01:46	e0109-106-188-58-222.uqwimax.jp
0	test		0	test	2014/9/25(木) 01:46	e0109-106-188-58-222.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/25(木) 01:46	e0109-106-188-58-222.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/25(木) 01:45	e0109-106-188-58-222.uqwimax.jp
0	test		0	test	2014/9/25(木) 01:43	e0109-106-188-58-222.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/25(木) 01:43	e0109-106-188-58-222.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/25(木) 01:43	e0109-106-188-58-222.uqwimax.jp
0	test		0	test	2014/9/25(木) 01:43	e0109-106-188-58-222.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/25(木) 01:43	e0109-106-188-58-222.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/25(木) 01:43	e0109-106-188-58-222.uqwimax.jp
0	test		0	test	2014/9/25(木) 00:19	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/25(木) 00:19	e0109-106-188-122-219.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/25(木) 00:19	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/25(木) 00:19	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/25(木) 00:19	e0109-106-188-122-219.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/25(木) 00:19	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/24(水) 23:57	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/24(水) 23:57	e0109-106-188-122-219.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/24(水) 23:42	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/24(水) 23:35	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/24(水) 23:35	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/24(水) 23:33	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/24(水) 23:33	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/24(水) 23:30	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/24(水) 23:30	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/24(水) 23:16	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/24(水) 23:16	e0109-106-188-122-219.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/24(水) 23:14	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/24(水) 23:14	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/24(水) 23:14	e0109-106-188-122-219.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/24(水) 23:14	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/24(水) 23:12	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/24(水) 23:12	e0109-106-188-122-219.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/24(水) 23:05	e0109-106-188-122-219.uqwimax.jp
1	test		0	testさんが入室しました。	2014/9/24(水) 23:02	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/24(水) 22:54	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/24(水) 22:54	e0109-106-188-122-219.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/24(水) 22:54	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/24(水) 22:54	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/24(水) 22:54	e0109-106-188-122-219.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/24(水) 22:54	e0109-106-188-122-219.uqwimax.jp
0	test		0	test	2014/9/24(水) 22:53	e0109-106-188-122-219.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/24(水) 22:53	e0109-106-188-122-219.uqwimax.jp
1	チャチャ		0	チャチャさんが退室しました。	2014/9/23(火) 22:25	61-21-65-218.rev.home.ne.jp
0	チャチャ	1.gif	0	おぉ～出ました＾＾よかったｗ	2014/9/23(火) 22:25	61-21-65-218.rev.home.ne.jp		
0	チャチャ	1.gif	0	アイコン入れたけど　出るのかな？	2014/9/23(火) 22:25	61-21-65-218.rev.home.ne.jp		
0	チャチャ		0	( ′▽｀)ﾉ こんにちは	2014/9/23(火) 22:23	61-21-65-218.rev.home.ne.jp		
1	チャチャ		0	チャチャさんが入室しました。	2014/9/23(火) 22:23	61-21-65-218.rev.home.ne.jp
1	テスト		0	テストさんが入室しました。	2014/9/23(火) 21:06	e0109-106-188-125-106.uqwimax.jp
1	テスト		0	テストさんが退室しました。	2014/9/23(火) 21:06	e0109-106-188-125-106.uqwimax.jp
1	テスト		0	テストさんが入室しました。	2014/9/23(火) 21:04	e0109-106-188-125-106.uqwimax.jp
1	テスト		0	テストさんが入室しました。	2014/9/23(火) 21:03	e0109-106-188-125-106.uqwimax.jp
1	テスト		0	テストさんが入室しました。	2014/9/23(火) 20:49	e0109-106-188-125-106.uqwimax.jp
0	テスト		0	!dice	2014/9/23(火) 20:45	e0109-106-188-125-106.uqwimax.jp		
0	テスト		0	dice	2014/9/23(火) 20:45	e0109-106-188-125-106.uqwimax.jp		
1	テスト		0	テストさんが入室しました。	2014/9/23(火) 20:45	e0109-106-188-125-106.uqwimax.jp
0	test		0	チャット	2014/9/23(火) 20:34	e0109-106-188-125-106.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/23(火) 20:33	e0109-106-188-125-106.uqwimax.jp
1	モモリンゴ		1	モモリンゴさんが退室しました。	2014/9/23(火) 20:22	west26-p84.eaccess.hi-ho.ne.jp
0	モモリンゴ		1	テスト	2014/9/23(火) 20:21	west26-p84.eaccess.hi-ho.ne.jp		
1	モモリンゴ		1	モモリンゴさんが入室しました。	2014/9/23(火) 20:21	west26-p84.eaccess.hi-ho.ne.jp
0	test		0	test	2014/9/20(土) 02:09	e0109-106-188-62-36.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/20(土) 02:09	e0109-106-188-62-36.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/20(土) 02:09	e0109-106-188-62-36.uqwimax.jp
0	test		0	test	2014/9/20(土) 02:09	e0109-106-188-62-36.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/20(土) 02:09	e0109-106-188-62-36.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/20(土) 02:09	e0109-106-188-62-36.uqwimax.jp
0	test		0	test	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp
0	test		0	test	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp
0	test		0	test	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp
1	test		0	testさんが退室しました。	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp
0	test		0	test	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp		
1	test		0	testさんが入室しました。	2014/9/20(土) 02:08	e0109-106-188-62-36.uqwimax.jp
